,PYG
2013-04-26,0.0002404403244495
2013-04-29,0.0002409266409266
2013-04-30,0.0002409870830923
2013-05-02,0.0002409012131715
2013-05-03,0.0002410078861319
2013-05-06,0.000240975422427
2013-05-07,0.0002408829174664
2013-05-08,0.0002408899117759
2013-05-09,0.0002409500095767
2013-05-10,0.0002409638554216
2013-05-13,0.0002409707624689
2013-05-14,0.0002397325692454
2013-05-15,0.0002396330976495
2013-05-16,0.0002396330976495
2013-05-17,0.0002396867838044
2013-05-20,0.0002396568160152
2013-05-21,0.0002397103658536
2013-05-22,0.0002395813510941
2013-05-23,0.0002395971879156
2013-05-24,0.0002369920243068
2013-05-27,0.0002370018975332
2013-05-28,0.0002370018975332
2013-05-29,0.0002355951478392
2013-05-30,0.0002344696969696
2013-05-31,0.0002346707040121
2013-06-03,0.0002311329676565
2013-06-04,0.0002312346379277
2013-06-05,0.0002311472311472
2013-06-06,0.0002312771175249
2013-06-07,0.0002288679245283
2013-06-10,0.0002280867106503
2013-06-11,0.000227495291902
2013-06-12,0.0002269650244452
2013-06-13,0.0002265815656091
2013-06-14,0.0002264540337711
2013-06-17,0.0002265317594154
2013-06-18,0.0002265493353304
2013-06-19,0.0002265844083006
2013-06-24,0.0002299515106303
2013-06-25,0.0002245430809399
2013-06-26,0.0002232774674115
2013-06-27,0.0002231727729217
2013-06-28,0.0002245731254639
2013-07-01,0.0002246753246753
2013-07-02,0.0002204301075268
2013-07-03,0.0002204520192663
2013-07-04,0.0002204330927262
2013-07-05,0.000220577350111
2013-07-08,0.000220599112426
2013-07-10,0.0002207648254202
2013-07-11,0.000220520391216
2013-07-12,0.0002215259859933
2013-07-15,0.0002225087493092
2013-07-16,0.0002246550137994
2013-07-17,0.0002246323529411
2013-07-18,0.0002233027522935
2013-07-19,0.0002231783229586
2013-07-22,0.0002223036073979
2013-07-23,0.0002217136580007
2013-07-24,0.0002236456808199
2013-07-25,0.0002217153284671
2013-07-26,0.0002247765006385
2013-07-29,0.0002247497725204
2013-07-30,0.0002259589165606
2013-07-31,0.0002257947320617
2013-08-01,0.0002262747232807
2013-08-02,0.0002261106074342
2013-08-05,0.0002262271327658
2013-08-06,0.0002261215629522
2013-08-07,0.0002262206148282
2013-08-08,0.0002261732851985
2013-08-09,0.0002262721039335
2013-08-12,0.0002256844380403
2013-08-13,0.0002254584681769
2013-08-14,0.0002250359195402
2013-08-15,0.0002247714644201
2013-08-16,0.0002257199069933
2013-08-20,0.0002259159964253
2013-08-21,0.0002257719079064
2013-08-22,0.0002251514071962
2013-08-23,0.0002245732574679
2013-08-26,0.0002247869318181
2013-08-27,0.000224525961368
2013-08-28,0.0002247787610619
2013-08-29,0.0002243419890478
2013-08-30,0.000223730606488
2013-09-03,0.00022460456942
2013-09-04,0.0002241318835496
2013-09-05,0.0002242498683979
2013-09-06,0.0002239957902122
2013-09-09,0.0002242286115007
2013-09-10,0.0002244397759103
2013-09-11,0.000224261492746
2013-09-12,0.0002244755244755
2013-09-13,0.0002244541484716
2013-09-16,0.0002248778785764
2013-09-17,0.0002250087077673
2013-09-18,0.000224830464267
2013-09-19,0.0002247308093087
2013-09-20,0.0002253081062315
2013-09-23,0.00022543753249
2013-09-24,0.0002261306532663
2013-09-25,0.0002261306532663
2013-09-26,0.0002259681881051
2013-09-27,0.0002259067357512
2013-09-30,0.0002257897462454
2013-10-01,0.0002246551724137
2013-10-02,0.0002235050835774
2013-10-03,0.0002243633860977
2013-10-04,0.0002246688456906
2013-10-07,0.0002245318673767
2013-10-08,0.000224493301271
2013-10-09,0.0002242830156276
2013-10-10,0.000224395265054
2013-10-11,0.0002247942386831
2013-10-15,0.0002247344981157
2013-10-16,0.0002247902756377
2013-10-17,0.0002247479063407
2013-10-18,0.0002249743764947
2013-10-21,0.0002253497099965
2013-10-22,0.0002253112740917
2013-10-23,0.000225102319236
2013-10-24,0.0002253833049403
2013-10-25,0.000225450220863
2013-10-28,0.0002257298031228
2013-10-29,0.0002258228707159
2013-10-30,0.0002253258845437
2013-10-31,0.0002254736129905
2013-11-01,0.0002259315461136
2013-11-04,0.000225980144708
2013-11-05,0.0002258606213266
2013-11-07,0.0002257738896366
2013-11-08,0.0002258551307847
2013-11-11,0.0002258496567888
2013-11-12,0.0002259036144578
2013-11-13,0.0002256985109586
2013-11-14,0.0002257472032058
2013-11-15,0.0002256880733944
2013-11-18,0.0002258494337108
2013-11-19,0.0002258652094717
2013-11-20,0.0002257691035395
2013-11-21,0.0002259448753919
2013-11-22,0.0002259125287734
2013-11-26,0.0002262510254306
2013-11-27,0.0002266775777414
2013-11-28,0.0002265752530199
2013-11-29,0.0002260218205503
2013-12-02,0.0002247482949009
2013-12-03,0.0002249554944165
2013-12-04,0.0002250726040658
2013-12-05,0.0002240603919049
2013-12-06,0.0002226850368471
2013-12-09,0.0002221155384861
2013-12-10,0.0002234993614303
2013-12-11,0.0002220806117572
2013-12-12,0.0002207006369426
2013-12-13,0.0002200667832723
2013-12-16,0.0002209026128266
2013-12-17,0.0002210991787744
2013-12-18,0.0002212292254625
2013-12-19,0.0002196342035329
2013-12-20,0.0002183997509339
2013-12-23,0.0002186335403726
2013-12-26,0.0002181368762552
2013-12-27,0.0002175319673393
2013-12-30,0.0002174513111485
2013-12-31,0.0002174513111485
2014-01-02,0.0002171122994652
2014-01-03,0.0002161708619374
2014-01-06,0.0002162244124336
2014-01-07,0.0002170354652925
2014-01-08,0.0002174110522331
2014-01-09,0.0002170238454572
2014-01-10,0.0002166866746698
2014-01-13,0.0002165795369678
2014-01-14,0.0002165424739195
2014-01-15,0.0002165803108808
2014-01-16,0.00021626808385
2014-01-17,0.0002161247609239
2014-01-20,0.0002158241758241
2014-01-21,0.0002161220043572
2014-01-22,0.0002155462184873
2014-01-23,0.0002149677419354
2014-01-24,0.000215
2014-01-27,0.000214606741573
2014-01-28,0.0002136079900124
2014-01-29,0.0002134915677701
2014-01-30,0.0002132252027448
2014-01-31,0.0002133583021223
2014-02-03,0.0002134915677701
2014-02-04,0.0002138396202847
2014-02-05,0.0002144303797468
2014-02-06,0.0002153553299492
2014-02-07,0.0002172193877551
2014-02-10,0.000218925831202
2014-02-11,0.0002202304737516
2014-02-12,0.0002219090326713
2014-02-13,0.0002229209445585
2014-02-14,0.0002248421595155
2014-02-17,0.0002257731958762
2014-02-18,0.0002249967820826
2014-02-19,0.0002246497879449
2014-02-20,0.0002242835209825
2014-02-21,0.0002238368387507
2014-02-24,0.0002243157224697
2014-02-25,0.0002258228491549
2014-02-26,0.0002258596624793
2014-02-27,0.0002257204519487
2014-02-28,0.0002254254508509
2014-03-05,0.000225888324873
2014-03-06,0.0002257654681743
2014-03-07,0.0002259254547767
2014-03-10,0.0002261798753339
2014-03-11,0.0002265565438373
2014-03-12,0.0002261013076044
2014-03-13,0.000226391177589
2014-03-14,0.000226329113924
2014-03-17,0.0002263888888888
2014-03-18,0.0002268728004022
2014-03-19,0.0002270841192003
2014-03-20,0.000226114249843
2014-03-21,0.0002259844494607
2014-03-25,0.0002256089943785
2014-03-26,0.0002258467691538
2014-03-27,0.000225375
2014-03-28,0.0002250406097713
2014-03-31,0.0002251937015746
2014-04-01,0.0002248187953011
2014-04-03,0.000224875
2014-04-04,0.000224375
2014-04-07,0.0002248468941382
2014-04-08,0.000225346831646
2014-04-09,0.000225125
2014-04-10,0.000224875
2014-04-11,0.000225625
2014-04-14,0.0002259717535308
2014-04-15,0.00022625
2014-04-16,0.0002260967379077
2014-04-21,0.000226
2014-04-22,0.0002260967379077
2014-04-23,0.000226125
2014-04-24,0.0002260967379077
2014-04-25,0.00022625
2014-04-28,0.0002260967379077
2014-04-29,0.0002258185453636
2014-04-30,0.000225568607848
2014-05-05,0.0002260967379077
2014-05-06,0.0002265
2014-05-07,0.0002259717535308
2014-05-08,0.000226193451637
2014-05-09,0.0002263585259212
2014-05-12,0.0002264386468605
2014-05-13,0.0002264056850766
2014-05-14,0.0002264808362369
2014-05-15,0.0002264713185994
2014-05-16,0.0002264713185994
2014-05-19,0.0002265111083529
2014-05-20,0.0002264267990074
2014-05-21,0.0002264946663358
2014-05-22,0.0002264665757162
2014-05-23,0.0002263144841269
2014-05-26,0.000226134391272
2014-05-27,0.0002257464998141
2014-05-28,0.0002254149120634
2014-05-29,0.0002255108359133
2014-05-30,0.0002261138613861
2014-06-02,0.0002262213976499
2014-06-03,0.0002265596046942
2014-06-04,0.0002263755243029
2014-06-05,0.0002261992619926
2014-06-06,0.0002261992619926
2014-06-09,0.0002265682656826
2014-06-10,0.0002266912669126
2014-06-11,0.0002267191536474
2014-06-12,0.0002267191536474
2014-06-13,0.0002265682656826
2014-06-16,0.0002265961372862
2014-06-17,0.0002268421700086
2014-06-18,0.0002274292742927
2014-06-19,0.0002275522755227
2014-06-23,0.0002274292742927
2014-06-24,0.0002274292742927
2014-06-25,0.0002276192818494
2014-06-26,0.0002277422528283
2014-06-27,0.0002277422528283
2014-06-30,0.0002279601623017
2014-07-01,0.0002290104486785
2014-07-02,0.0002299090685672
2014-07-03,0.0002308921110838
2014-07-04,0.0002347014008355
2014-07-07,0.0002341523341523
2014-07-08,0.0002355397273732
2014-07-10,0.0002366805794254
2014-07-11,0.0002370261317629
2014-07-14,0.0002373006134969
2014-07-15,0.0002415950920245
2014-07-16,0.000238287956831
2014-07-17,0.0002367582148111
2014-07-18,0.0002366421568627
2014-07-21,0.0002356617647058
2014-07-22,0.0002336517266715
2014-07-23,0.0002323417798996
2014-07-24,0.0002310703363914
2014-07-25,0.0002304964539007
2014-07-28,0.0002337487781036
2014-07-29,0.0002335205078125
2014-07-30,0.0002326545543226
2014-07-31,0.0002326798977231
2014-08-01,0.0002339728023312
2014-08-04,0.0002357142857142
2014-08-05,0.0002363328495403
2014-08-06,0.0002341274640222
2014-08-07,0.0002334018623775
2014-08-08,0.0002332245194051
2014-08-11,0.0002340991535671
2014-08-12,0.0002340425531914
2014-08-13,0.000233772512994
2014-08-14,0.0002341428053642
2014-08-15,0.0002341504649196
2014-08-19,0.0002348539705527
2014-08-20,0.0002353718611077
2014-08-21,0.000234067897558
2014-08-22,0.0002334324806662
2014-08-25,0.0002343842950624
2014-08-26,0.0002339995241494
2014-08-27,0.000233900726104
2014-08-28,0.0002340273646638
2014-08-29,0.000234495893346
2014-09-01,0.0002350422267158
2014-09-02,0.000234692664368
2014-09-03,0.0002344548805136
2014-09-04,0.0002343768598976
2014-09-05,0.0002335115864527
2014-09-08,0.0002331865254136
2014-09-09,0.0002328571428571
2014-09-10,0.000232738095238
2014-09-11,0.0002328294250684
2014-09-12,0.0002323256367531
2014-09-15,0.0002323256367531
2014-09-16,0.0002321789836962
2014-09-17,0.0002325056433408
2014-09-18,0.0002310799572294
2014-09-19,0.0002298741391593
2014-09-22,0.0002290257505636
2014-09-23,0.0002269596199524
2014-09-24,0.0002242280285035
2014-09-25,0.0002232905982905
2014-09-26,0.0002232216830394
2014-09-29,0.000223114154173
2014-09-30,0.0002224199288256
2014-10-01,0.000216923076923
2014-10-02,0.000220367081113
2014-10-03,0.0002217751479289
2014-10-06,0.0002223536369012
2014-10-07,0.0002223536369012
2014-10-08,0.0002205552274069
2014-10-09,0.0002204250295159
2014-10-10,0.0002191117410819
2014-10-14,0.0002186946772099
2014-10-15,0.0002175144576891
2014-10-16,0.000217134765164
2014-10-17,0.0002180273714016
2014-10-20,0.0002190150801131
2014-10-21,0.0002188972667295
2014-10-22,0.0002169866886559
2014-10-23,0.0002167510896454
2014-10-24,0.0002163212435233
2014-10-27,0.0002154117647058
2014-10-28,0.0002164196659609
2014-10-29,0.0002165627573226
2014-10-30,0.0002161176470588
2014-10-31,0.0002164705882352
2014-11-03,0.0002161495063469
2014-11-04,0.0002160319699106
2014-11-05,0.0002161495063469
2014-11-07,0.0002155111633372
2014-11-10,0.0002158890586437
2014-11-11,0.0002165687426556
2014-11-12,0.000215393654524
2014-11-13,0.0002149236192714
2014-11-14,0.0002137234167547
2014-11-17,0.0002142857142857
2014-11-18,0.0002153430451127
2014-11-19,0.0002154099130843
2014-11-20,0.0002145877378435
2014-11-21,0.000214772193518
2014-11-25,0.0002154171066525
2014-11-26,0.0002154171066525
2014-11-27,0.0002156931738212
2014-11-28,0.0002159784138901
2014-12-01,0.0002162447257383
2014-12-02,0.000215925058548
2014-12-03,0.0002149379536408
2014-12-04,0.0002148789332085
2014-12-05,0.0002153792216898
2014-12-09,0.0002158559401309
2014-12-10,0.0002163489650333
2014-12-11,0.0002164912280701
2014-12-12,0.0002162320196468
2014-12-15,0.0002162320196468
2014-12-16,0.0002162320196468
2014-12-17,0.0002155303473277
2014-12-18,0.0002157894736842
2014-12-19,0.0002161150742603
2014-12-22,0.0002162573099415
2014-12-23,0.0002164912280701
2014-12-24,0.0002161814567987
2014-12-29,0.0002162067352666
2014-12-30,0.0002155303473277
2014-12-31,0.0002157642381008
2015-01-02,0.0002147282291057
2015-01-05,0.0002118911342132
2015-01-06,0.0002111525898273
2015-01-07,0.0002115317414094
2015-01-08,0.0002124068901303
2015-01-09,0.000211849610057
2015-01-12,0.0002119660109416
2015-01-13,0.0002119166763644
2015-01-14,0.0002115183246073
2015-01-15,0.0002111201581947
2015-01-16,0.0002113707708405
2015-01-19,0.000211272515979
2015-01-20,0.0002107769132504
2015-01-21,0.0002081012070566
2015-01-22,0.0002083285001739
2015-01-23,0.000207420289855
2015-01-26,0.000208
2015-01-27,0.000208251245799
2015-01-28,0.0002080871277951
2015-01-29,0.0002072040769052
2015-01-30,0.0002075428042572
2015-02-02,0.0002074861367837
2015-02-03,0.0002084054959011
2015-02-04,0.0002088914549653
2015-02-05,0.0002094688221709
2015-02-06,0.0002097239866035
2015-02-09,0.0002096699746134
2015-02-10,0.000210332103321
2015-02-11,0.0002106476146577
2015-02-12,0.000210114042161
2015-02-13,0.0002100172711571
2015-02-18,0.0002105868814729
2015-02-19,0.0002104173853052
2015-02-20,0.0002101574169826
2015-02-23,0.0002103329506314
2015-02-24,0.0002107134663913
2015-02-25,0.0002113047466177
2015-02-26,0.0002110996445361
2015-02-27,0.0002116662846665
2015-03-02,0.0002129852284438
2015-03-03,0.0002138688637143
2015-03-04,0.0002146614821591
2015-03-05,0.0002161142857142
2015-03-06,0.0002122630737611
2015-03-09,0.0002122318575992
2015-03-10,0.0002104903078677
2015-03-11,0.0002092970263187
2015-03-12,0.000207972665148
2015-03-13,0.0002085847660252
2015-03-16,0.0002090401912786
2015-03-17,0.0002086036189825
2015-03-18,0.0002086224547833
2015-03-19,0.0002075278599044
2015-03-20,0.0002069553358336
2015-03-25,0.0002083854107487
2015-03-26,0.0002079264138087
2015-03-27,0.0002079455164585
2015-03-30,0.0002082577132486
2015-03-31,0.000208342779415
2015-04-01,0.0002040330803217
2015-04-06,0.0002051862756199
2015-04-07,0.000206428248076
2015-04-08,0.0002052935188327
2015-04-09,0.0002042962125494
2015-04-10,0.0002013559322033
2015-04-13,0.0002021228545618
2015-04-14,0.0002018514337322
2015-04-15,0.000201218136702
2015-04-16,0.0002009925558312
2015-04-17,0.0002007443329198
2015-04-20,0.0002006538158043
2015-04-21,0.0001996844714897
2015-04-22,0.0001996846491722
2015-04-23,0.0002002250984805
2015-04-24,0.0001989876265466
2015-04-27,0.0001989881956155
2015-04-28,0.0001984938743396
2015-04-29,0.0001984947202875
2015-04-30,0.0001995060065117
2015-05-04,0.0001995062836624
2015-05-05,0.0001995065605024
2015-05-06,0.0001986101770903
2015-05-07,0.0001981174361272
2015-05-08,0.0001980286738351
2015-05-11,0.0001976939438038
2015-05-12,0.0001966204118173
2015-05-13,0.0001975391498881
2015-05-14,0.0001975626118067
2015-05-15,0.0001976081368056
2015-05-18,0.0001981458728917
2015-05-19,0.0001981469077919
2015-05-20,0.0001971658112028
2015-05-21,0.000196587867975
2015-05-22,0.0001965221268531
2015-05-26,0.0001951436845622
2015-05-27,0.0001955916731604
2015-05-28,0.0001953038059203
2015-05-29,0.0001956183274021
2015-06-01,0.0001969764339706
2015-06-02,0.0001967559160093
2015-06-03,0.0001950705007216
2015-06-04,0.0001961154273029
2015-06-05,0.0001965830929664
2015-06-08,0.0001952761144377
2015-06-09,0.0001945029369389
2015-06-10,0.0001948167017388
2015-06-11,0.0001951948627103
2015-06-12,0.000194533584154
2015-06-15,0.0001942263024001
2015-06-16,0.0001942724458204
2015-06-17,0.0001942541436464
2015-06-18,0.0001945426425099
2015-06-19,0.0001941254416961
2015-06-22,0.0001943494095574
2015-06-23,0.0001940430226144
2015-06-24,0.0001940677031646
2015-06-25,0.0001931004078033
2015-06-26,0.0001935448336638
2015-06-29,0.0001935483870967
2015-06-30,0.0001928917253521
2015-07-01,0.0001936654569449
2015-07-02,0.0001938001538968
2015-07-03,0.0001942003514938
2015-07-06,0.0001943346508563
2015-07-07,0.0001948650427913
2015-07-08,0.0001942311910506
2015-07-10,0.0001938842612889
2015-07-13,0.0001936897458369
2015-07-14,0.0001939334209373
2015-07-15,0.0001944839662909
2015-07-16,0.0001938306716254
2015-07-17,0.0001942925869232
2015-07-20,0.0001941864277128
2015-07-21,0.0001944080384447
2015-07-22,0.0001944110904923
2015-07-23,0.0001942171303873
2015-07-24,0.0001941535776614
2015-07-27,0.0001942657800065
2015-07-28,0.000194159947701
2015-07-29,0.0001936397299063
2015-07-30,0.0001930989441602
2015-07-31,0.0001933623503808
2015-08-03,0.0001930396954866
2015-08-04,0.0001934782608695
2015-08-05,0.0001933731667571
2015-08-06,0.0001924204582473
2015-08-07,0.0001922075103103
2015-08-10,0.0001922993492407
2015-08-11,0.0001922618402514
2015-08-12,0.0001917452063698
2015-08-13,0.0001911876150265
2015-08-14,0.000190909090909
2015-08-18,0.000190589507842
2015-08-19,0.0001903577991568
2015-08-20,0.0001901674770394
2015-08-21,0.0001895248380129
2015-08-24,0.000189381676918
2015-08-25,0.0001865832614322
2015-08-26,0.0001818083845241
2015-08-27,0.0001853726841878
2015-08-28,0.000186329386437
2015-08-31,0.0001856712564543
2015-09-01,0.0001850816852966
2015-09-02,0.0001859291084854
2015-09-03,0.000186004078566
2015-09-04,0.0001856897661446
2015-09-07,0.0001855460385438
2015-09-08,0.0001845346471029
2015-09-09,0.0001841823630136
2015-09-10,0.0001811764705882
2015-09-11,0.0001803506521274
2015-09-14,0.0001799337536061
2015-09-15,0.0001791777896422
2015-09-16,0.0001791697791057
2015-09-17,0.0001800149301482
2015-09-18,0.0001813046258793
2015-09-21,0.0001812080536912
2015-09-22,0.0001805984453199
2015-09-23,0.0001786550329857
2015-09-24,0.0001781156954487
2015-09-25,0.0001782714999468
2015-09-28,0.0001782146652497
2015-09-29,0.0001774638912489
2015-09-30,0.000177350880917
2015-10-01,0.0001770943796394
2015-10-02,0.0001768383132019
2015-10-05,0.0001774671749258
2015-10-06,0.0001775473494868
2015-10-07,0.0001775592216582
2015-10-08,0.0001776955602536
2015-10-09,0.000177707342842
2015-10-13,0.0001773274224192
2015-10-14,0.0001768118999894
2015-10-15,0.000176191480388
2015-10-16,0.0001767123287671
2015-10-19,0.0001765634870499
2015-10-20,0.0001767676767676
2015-10-21,0.0001766375775417
2015-10-22,0.0001765818793357
2015-10-23,0.0001763655462184
2015-10-26,0.0001765508554634
2015-10-27,0.0001765446344277
2015-10-28,0.0001762423988257
2015-10-29,0.0001765877174596
2015-10-30,0.0001774565262937
2015-11-02,0.0001785452642595
2015-11-03,0.0001794603639405
2015-11-04,0.0001794818219807
2015-11-05,0.0001781837160751
2015-11-09,0.0001774277667674
2015-11-10,0.0001772613588995
2015-11-11,0.0001775486827033
2015-11-12,0.0001773270930837
2015-11-13,0.0001774729842061
2015-11-16,0.0001775817332641
2015-11-17,0.0001771416718523
2015-11-18,0.000177031509121
2015-11-19,0.0001767629698664
2015-11-20,0.0001767687215556
2015-11-23,0.0001769023986765
2015-11-24,0.0001765557163531
2015-11-25,0.0001760694358338
2015-11-26,0.0001757594544327
2015-11-30,0.0001759909165978
2015-12-01,0.0001756032171581
2015-12-02,0.0001741682974559
2015-12-03,0.0001731481481481
2015-12-04,0.0001734840698869
2015-12-09,0.0001730690221857
2015-12-10,0.0001729053430417
2015-12-11,0.0001726184385552
2015-12-14,0.0001720825669323
2015-12-15,0.0001723434631858
2015-12-16,0.0001720944433136
2015-12-17,0.0001712686567164
2015-12-18,0.0001704905660377
2015-12-21,0.0001706065318818
2015-12-22,0.0001708782742681
2015-12-23,0.0001711213517665
2015-12-24,0.0001715596330275
2015-12-28,0.0001717692307692
2015-12-29,0.0001722595078299
2015-12-30,0.0001722119531731
2015-12-31,0.0001729294478527
2016-01-04,0.0001712121212121
2016-01-05,0.0001704029304029
2016-01-06,0.000170626349892
2016-01-07,0.0001702877697841
2016-01-08,0.0001701729106628
2016-01-11,0.0001697435897435
2016-01-12,0.0001697416974169
2016-01-13,0.0001697193500738
2016-01-14,0.0001691320754716
2016-01-15,0.0001688805970149
2016-01-18,0.0001688790560471
2016-01-19,0.0001691734921816
2016-01-20,0.0001688148148148
2016-01-21,0.0001682352941176
2016-01-22,0.0001679533867443
2016-01-25,0.0001682114409847
2016-01-26,0.0001685198555956
2016-01-27,0.000168371757925
2016-01-28,0.0001686416184971
2016-01-29,0.0001685530085959
2016-02-01,0.0001697806086341
2016-02-02,0.0001702865228157
2016-02-03,0.0001699858757062
2016-02-04,0.0001699226985242
2016-02-05,0.0001704616670148
2016-02-10,0.000174
2016-02-11,0.0001726775956284
2016-02-12,0.0001718940936863
2016-02-15,0.0001726351351351
2016-02-16,0.000172327806982
2016-02-17,0.0001723815877251
2016-02-18,0.0001723771580345
2016-02-19,0.0001729083665338
2016-02-22,0.0001746885245901
2016-02-23,0.0001754901960784
2016-02-24,0.0001749185667752
2016-02-25,0.0001749837556855
2016-02-26,0.0001747252747252
2016-02-29,0.000174746835443
2016-03-01,0.0001755063291139
2016-03-02,0.0001758620689655
2016-03-03,0.0001753947368421
2016-03-04,0.0001758552631578
2016-03-07,0.0001754625121713
2016-03-08,0.0001747038643277
2016-03-09,0.0001747560182173
2016-03-10,0.0001747718383311
2016-03-11,0.0001746127946127
2016-03-14,0.0001747972972972
2016-03-15,0.0001743112947658
2016-03-16,0.0001746064339493
2016-03-17,0.0001749832775919
2016-03-18,0.0001757452574525
2016-03-21,0.0001764340013821
2016-03-22,0.0001764419735927
2016-03-23,0.0001761379310344
2016-03-28,0.0001766689143627
2016-03-29,0.0001768967874231
2016-03-30,0.000176506849315
2016-03-31,0.0001768027210884
2016-04-01,0.0001772143340094
2016-04-04,0.0001779361846571
2016-04-05,0.0001803133514986
2016-04-06,0.0001795890410958
2016-04-07,0.0001787836903939
2016-04-08,0.0001776933701657
2016-04-11,0.0001783057851239
2016-04-12,0.000179038395019
2016-04-13,0.0001790899617922
2016-04-14,0.0001790648988136
2016-04-15,0.0001797864768683
2016-04-18,0.0001801980198019
2016-04-19,0.0001804792107117
2016-04-20,0.0001805439330543
2016-04-21,0.0001805886475122
2016-04-22,0.0001804895104895
2016-04-25,0.0001808094905792
2016-04-26,0.0001808525506638
2016-04-27,0.0001805496828752
2016-04-28,0.0001802097902097
2016-04-29,0.0001794385964912
2016-05-02,0.0001793516560958
2016-05-03,0.0001795070422535
2016-05-04,0.0001793539325842
2016-05-05,0.0001794241573033
2016-05-06,0.0001783251231527
2016-05-09,0.000178784685634
2016-05-10,0.0001789377546719
2016-05-11,0.0001783954961294
2016-05-12,0.0001776287932251
2016-05-13,0.0001772438162544
2016-05-16,0.0001785385866874
2016-05-17,0.0001781471004243
2016-05-18,0.000178634594977
2016-05-19,0.0001781560283687
2016-05-20,0.0001781261132882
2016-05-23,0.0001781272337383
2016-05-24,0.0001780782918149
2016-05-26,0.0001770632368703
2016-05-27,0.000174856321839
2016-05-30,0.0001749821300929
2016-05-31,0.0001751125723679
2016-06-01,0.0001754121863799
2016-06-02,0.0001756115107913
2016-06-03,0.0001760161721175
2016-06-06,0.0001771241830065
2016-06-07,0.0001778179190751
2016-06-08,0.0001773381294964
2016-06-09,0.0001770622286541
2016-06-10,0.0001764492753623
2016-06-13,0.0001769565217391
2016-06-14,0.0001770181818181
2016-06-15,0.0001767915605674
2016-06-16,0.0001772988505747
2016-06-21,0.0001790264853256
2016-06-22,0.0001771144278606
2016-06-23,0.0001771626297577
2016-06-24,0.0001768251841929
2016-06-27,0.000177908496732
2016-06-28,0.0001781208053691
2016-06-29,0.000178170894526
2016-06-30,0.0001793882978723
2016-07-01,0.0001794666666666
2016-07-04,0.0001796812749003
2016-07-05,0.0001797297297297
2016-07-06,0.0001793126913916
2016-07-07,0.0001790831918505
2016-07-11,0.0001803278688524
2016-07-12,0.0001792582417582
2016-07-13,0.0001797529169526
2016-07-14,0.000179579375848
2016-07-15,0.0001802675585284
2016-07-18,0.0001803960396039
2016-07-19,0.0001802
2016-07-20,0.0001798938287989
2016-07-21,0.0001797333333333
2016-07-22,0.0001798792756539
2016-07-25,0.0001802006688963
2016-07-26,0.0001805351170568
2016-07-27,0.0001799333333333
2016-07-28,0.0001799202127659
2016-07-29,0.0001803464357095
2016-08-01,0.0001805760214333
2016-08-02,0.0001822895622895
2016-08-03,0.0001810356422326
2016-08-04,0.0001810774410774
2016-08-05,0.0001809330628803
2016-08-08,0.0001810497614178
2016-08-09,0.0001811103588354
2016-08-10,0.0001811860940695
2016-08-11,0.000181309686221
2016-08-12,0.0001816632583503
2016-08-16,0.0001820040899795
2016-08-17,0.0001811231393775
2016-08-18,0.0001811914323962
2016-08-19,0.000181190508111
2016-08-22,0.0001814314652261
2016-08-23,0.0001816037735849
2016-08-24,0.0001811574697173
2016-08-25,0.0001812625923438
2016-08-26,0.0001816
2016-08-29,0.0001809933774834
2016-08-30,0.0001810126582278
2016-08-31,0.0001809109176155
2016-09-01,0.0001806040268456
2016-09-02,0.0001801867911941
2016-09-05,0.0001805592543275
2016-09-06,0.0001804926764314
2016-09-07,0.0001793355481727
2016-09-08,0.0001800928998009
2016-09-09,0.0001798397863818
2016-09-12,0.0001799331103678
2016-09-13,0.0001800666666666
2016-09-14,0.0001797072521623
2016-09-15,0.0001798274717982
2016-09-16,0.0001800396563119
2016-09-19,0.0001801980198019
2016-09-20,0.0001799207397622
2016-09-21,0.0001797225891677
2016-09-22,0.0001793062516486
2016-09-23,0.0001794804167216
2016-09-26,0.0001800524934383
2016-09-27,0.0001799083769633
2016-09-28,0.0001795971410006
2016-09-29,0.0001794471544715
2016-09-30,0.0001800130633572
2016-10-03,0.0001799934188877
2016-10-04,0.0001792353328938
2016-10-05,0.0001791310072416
2016-10-06,0.0001795529257067
2016-10-07,0.0001793875535067
2016-10-11,0.0001791694133157
2016-10-12,0.0001790975447909
2016-10-13,0.0001783637324874
2016-10-14,0.0001783855024711
2016-10-17,0.0001781813396499
2016-10-18,0.0001782614413466
2016-10-19,0.0001776242184929
2016-10-20,0.0001773672055427
2016-10-21,0.0001766105054509
2016-10-24,0.0001758880232404
2016-10-25,0.0001753118844386
2016-10-26,0.0001753370601775
2016-10-27,0.0001747067352049
2016-10-28,0.0001745885450954
2016-10-31,0.0001747194719471
2016-11-01,0.000174527363184
2016-11-02,0.0001745201853077
2016-11-03,0.0001745033112582
2016-11-04,0.0001744355909694
2016-11-07,0.0001744850498338
2016-11-08,0.0001744809109176
2016-11-09,0.0001741957104557
2016-11-10,0.000174118429807
2016-11-11,0.0001741704619388
2016-11-14,0.0001736102236421
2016-11-15,0.0001739354838709
2016-11-16,0.0001734838709677
2016-11-17,0.000173126614987
2016-11-18,0.0001723981900452
2016-11-21,0.0001723106922326
2016-11-22,0.0001723624595469
2016-11-23,0.000172072072072
2016-11-24,0.000171879021879
2016-11-25,0.0001718237375361
2016-11-29,0.0001715923566878
2016-11-30,0.0001712251071338
2016-12-01,0.0001712752525252
2016-12-02,0.0001715181932245
