,SEK
2004-03-12,0.1318740994854202
2004-03-15,0.1323275980729525
2004-03-16,0.1326787439613526
2004-03-17,0.1324151074151074
2004-03-18,0.1341382057499134
2004-03-19,0.133191304347826
2004-03-22,0.1342822749476622
2004-03-23,0.133851026801253
2004-03-24,0.1314233576642336
2004-03-25,0.1313198887343532
2004-03-26,0.1309930555555555
2004-03-29,0.1311476837338906
2004-03-30,0.1315615384615384
2004-03-31,0.1326611888111888
2004-04-01,0.1340840365682137
2004-04-02,0.1313887719298245
2004-04-06,0.1314407079646017
2004-04-07,0.1330670709953621
2004-04-12,0.1316483985765124
2004-04-13,0.1302760213143872
2004-04-14,0.1299715504978663
2004-04-15,0.1300897799858055
2004-04-16,0.130804609929078
2004-04-19,0.1305995755217545
2004-04-20,0.1299037715897074
2004-04-21,0.1294164037854889
2004-04-22,0.1299713986745727
2004-04-23,0.1292322241681261
2004-04-26,0.1301405367231638
2004-04-27,0.1307190694395488
2004-04-28,0.130038920056101
2004-04-29,0.1306508047585724
2004-04-30,0.1311130281690141
2004-05-03,0.1304119298245614
2004-05-04,0.1320653846153846
2004-05-05,0.1335826936496859
2004-05-06,0.1328198478561549
2004-05-07,0.1307873287671233
2004-05-10,0.1292659355723097
2004-05-11,0.1288826969384245
2004-05-12,0.1300389743589743
2004-05-13,0.1291823469038658
2004-05-14,0.1297352839931153
2004-05-17,0.1311817869415807
2004-05-18,0.1309415204678362
2004-05-19,0.1318390092879257
2004-05-20,0.1312508474576271
2004-05-21,0.1324151710125296
2004-05-24,0.1317696458684654
2004-05-26,0.1331026333558406
2004-05-27,0.1346801346801346
2004-05-28,0.1343003033367037
2004-05-31,0.1343003378378378
2004-06-01,0.1346439189189189
2004-06-02,0.1339224753485209
2004-06-03,0.1334898921832884
2004-06-04,0.1344629380053908
2004-06-07,0.1351258835408953
2004-06-08,0.1348616267296658
2004-06-09,0.1325733108108108
2004-06-10,0.1323853674983142
2004-06-11,0.1311647019198383
2004-06-14,0.1314579817752278
2004-06-15,0.1327669376693767
2004-06-16,0.1311130287648054
2004-06-17,0.1318564189189189
2004-06-18,0.1326364555256064
2004-06-22,0.1319054054054054
2004-06-23,0.131729867482161
2004-06-24,0.132634882931795
2004-06-25,0.1325028764805414
2004-06-28,0.1331629005059022
2004-06-29,0.1328637896156439
2004-06-30,0.1328637592968221
2004-07-01,0.1326663279132791
2004-07-02,0.1326664406779661
2004-07-05,0.1326665533650577
2004-07-06,0.1338867346938775
2004-07-07,0.1348707159823549
2004-07-08,0.1349800540906017
2004-07-12,0.1349708869329722
2004-07-13,0.1337791723202171
2004-07-14,0.1347435461956521
2004-07-15,0.134383152173913
2004-07-16,0.1353802242609582
2004-07-19,0.1351387381275441
2004-07-20,0.1344916920990166
2004-07-21,0.1331662715882153
2004-07-22,0.1335987153482082
2004-07-23,0.1319400067408156
2004-07-26,0.1320584481021162
2004-07-27,0.1309825151311365
2004-07-28,0.1307889075630252
2004-07-29,0.1304818548387096
2004-07-30,0.1302100671140939
2004-08-02,0.130633411449615
2004-08-03,0.1310083416750083
2004-08-04,0.1311923331130205
2004-08-05,0.1313300653594771
2004-08-06,0.133604248366013
2004-08-09,0.1335541254125412
2004-08-10,0.1339224395094465
2004-08-11,0.1329451239669421
2004-08-12,0.1329877158034528
2004-08-13,0.1341004975124378
2004-08-17,0.1338061088977423
2004-08-18,0.133589973439575
2004-08-19,0.1341293218085106
2004-08-20,0.1337863077434363
2004-08-23,0.1328481222997673
2004-08-24,0.13182185828877
2004-08-25,0.1319852892009361
2004-08-26,0.1324047856430708
2004-08-27,0.1317470079787234
2004-08-30,0.1322437645493847
2004-08-31,0.1335201868535201
2004-09-01,0.1336630036630036
2004-09-02,0.1333920719520319
2004-09-03,0.1322612612612612
2004-09-06,0.1322610294117647
2004-09-07,0.1327120908483633
2004-09-08,0.1337096666666666
2004-09-09,0.1339636908727515
2004-09-10,0.1351149119893722
2004-09-13,0.1348525191858525
2004-09-14,0.1347928380187416
2004-09-15,0.1330708529214237
2004-09-16,0.1334384615384615
2004-09-17,0.1339565217391304
2004-09-20,0.1343110814419225
2004-09-21,0.1356501331557922
2004-09-22,0.1352120200333889
2004-09-23,0.1364425517702071
2004-09-24,0.1355841121495327
2004-09-27,0.1359802939211757
2004-09-28,0.1359434404283802
2004-09-29,0.136048927613941
2004-09-30,0.1374324052331432
2004-10-01,0.1374154362416107
2004-10-04,0.1355731132075471
2004-10-05,0.1363214525891055
2004-10-06,0.136156176371592
2004-10-07,0.1359841963685272
2004-10-08,0.1371647574123989
2004-10-12,0.1371647019198383
2004-10-13,0.1357331763122476
2004-10-14,0.136232268907563
2004-10-15,0.1368344013490725
2004-10-18,0.1375912013536379
2004-10-19,0.1378416610398379
2004-10-20,0.1390297297297297
2004-10-21,0.1389408384043272
2004-10-22,0.1390415259959486
2004-10-25,0.1412328167115903
2004-10-26,0.1411392532795156
2004-10-27,0.1410538358008075
2004-10-28,0.141143288590604
2004-10-29,0.1411033670033669
2004-11-01,0.1408868305826877
2004-11-02,0.1401088941494758
2004-11-03,0.1411213247718823
2004-11-04,0.1415687267814927
2004-11-05,0.1423710330857528
2004-11-08,0.1422575655682582
2004-11-09,0.1420575951498821
2004-11-10,0.1424154882154882
2004-11-11,0.1424155712841253
2004-11-12,0.1445858108108108
2004-11-15,0.1445607856417202
2004-11-16,0.1449634146341463
2004-11-17,0.1451042944785276
2004-11-18,0.1445462585034013
2004-11-19,0.1457575551782682
2004-11-22,0.1455159322033898
2004-11-23,0.1460622448979592
2004-11-24,0.1474558123725357
2004-11-25,0.1474556574923547
2004-11-26,0.1491601496089765
2004-11-29,0.1494144357844798
2004-11-30,0.1485663837011884
2004-12-01,0.1489004755434782
2004-12-02,0.1478087837837838
2004-12-03,0.1504685925428283
2004-12-06,0.1505775544388609
2004-12-07,0.1506319677635997
2004-12-09,0.1477584005376344
2004-12-10,0.1472407656145063
2004-12-13,0.1489425016812373
2004-12-14,0.1481590604026845
2004-12-15,0.1495661962365591
2004-12-16,0.1478829039812646
2004-12-17,0.1480778784827123
2004-12-20,0.1496848852901484
2004-12-21,0.1489737108190091
2004-12-22,0.1483481781376518
2004-12-23,0.1495216655382532
2004-12-24,0.1499431087030139
2004-12-27,0.1514302600472813
2004-12-28,0.1517357983193277
2004-12-29,0.151091641490433
2004-12-30,0.1510484033613445
2004-12-31,0.1509751594494797
2005-01-03,0.1494033018867924
2005-01-04,0.1469659014179608
2005-01-05,0.1472797979797979
2005-01-06,0.1453890761968981
2005-01-07,0.1440713804713804
2005-01-10,0.1449400269541779
2005-01-11,0.1454059439378588
2005-01-12,0.1467867572156197
2005-01-13,0.1461134582623509
2005-01-14,0.1446633764465622
2005-01-17,0.1446634812286689
2005-01-18,0.1442856656452162
2005-01-19,0.1440900441726129
2005-01-20,0.1434512733446519
2005-01-21,0.144177370030581
2005-01-24,0.1440051142175247
2005-01-25,0.1428285420944558
2005-01-26,0.1441629021218343
2005-01-27,0.1433732057416268
2005-01-28,0.1432500854116843
2005-01-31,0.1433320793433652
2005-02-01,0.1433548717948718
2005-02-02,0.1435357264957265
2005-02-03,0.1428062970568104
2005-02-04,0.1420695205479452
2005-02-07,0.1405282631038026
2005-02-08,0.1408946465339739
2005-02-09,0.1409979374355448
2005-02-10,0.1418520933424845
2005-02-11,0.1415286843009275
2005-02-14,0.143
2005-02-15,0.1436349862258953
2005-02-16,0.1430739460953697
2005-02-17,0.1438268502581755
2005-02-18,0.143507027768255
2005-02-21,0.1435070374184689
2005-02-22,0.1455795415668833
2005-02-23,0.1454187393526405
2005-02-24,0.14570878746594
2005-02-25,0.145929884275017
2005-02-28,0.1464707283866576
2005-03-01,0.1455793758480325
2005-03-02,0.144755495434562
2005-03-03,0.145260162601626
2005-03-04,0.1466986721144024
2005-03-07,0.1462631399317406
2005-03-08,0.1475926305015353
2005-03-09,0.1481964529331514
2005-03-10,0.1479618138424821
2005-03-11,0.1484957147754542
2005-03-14,0.1467719178082192
2005-03-15,0.1465310037684138
2005-03-16,0.1475188356164383
2005-03-17,0.1470154215215901
2005-03-18,0.1460428522454576
2005-03-21,0.1441858073363044
2005-03-22,0.1446801786327722
2005-03-23,0.1422577213452299
2005-03-28,0.141376796714579
2005-03-29,0.1414327285176309
2005-03-30,0.1418479452054794
2005-03-31,0.1416592389441206
2005-04-01,0.1406666666666666
2005-04-04,0.1398739294278862
2005-04-05,0.1399835221421215
2005-04-06,0.1406706854977609
2005-04-07,0.1404868603042877
2005-04-08,0.1409661602209944
2005-04-11,0.1419346020761245
2005-04-12,0.1409840830449827
2005-04-13,0.1411114970475859
2005-04-14,0.1395847750865052
2005-04-15,0.1407796551724137
2005-04-18,0.1416430048242591
2005-04-19,0.1419648518263266
2005-04-20,0.1427020689655172
2005-04-21,0.1422028935583878
2005-04-22,0.1425251724137931
2005-04-25,0.1419083074801792
2005-04-26,0.1418639972385226
2005-04-27,0.1415727586206896
2005-04-28,0.1408628394637332
2005-04-29,0.1400051546391752
2005-05-02,0.139701724137931
2005-05-03,0.1401874352778736
2005-05-04,0.1411115331491712
2005-05-05,0.1412688988608905
2005-05-06,0.139914798206278
2005-05-09,0.139854231433506
2005-05-10,0.1398717594192879
2005-05-11,0.13875
2005-05-12,0.1378607463718037
2005-05-13,0.137234542314335
2005-05-16,0.1369788488210818
2005-05-17,0.1373437283437283
2005-05-18,0.1379594594594594
2005-05-19,0.1374097053726169
2005-05-20,0.1368268098372012
2005-05-23,0.1371649341649341
2005-05-24,0.1371573111573111
2005-05-26,0.1359712305025996
2005-05-27,0.1367521663778163
2005-05-30,0.136752080443828
2005-05-31,0.1345133541449878
2005-06-01,0.1337397782397782
2005-06-02,0.1344700173310225
2005-06-03,0.1337470628887353
2005-06-06,0.1342804835924007
2005-06-07,0.1344664823773324
2005-06-08,0.1332230662983425
2005-06-09,0.1329557858376511
2005-06-10,0.131378284923928
2005-06-13,0.130359375
2005-06-14,0.1297890706578489
2005-06-15,0.1308352450469239
2005-06-16,0.130500695894224
2005-06-17,0.1329592618384401
2005-06-21,0.1315772046009062
2005-06-22,0.1300390788555478
2005-06-23,0.1281361420612813
2005-06-24,0.1287513888888889
2005-06-27,0.1294046382831429
2005-06-28,0.1284671734623358
2005-06-29,0.1278117443868739
2005-06-30,0.1280574991340491
2005-07-01,0.12604158004158
2005-07-04,0.1260412478336222
2005-07-05,0.1264476784476784
2005-07-06,0.1271246095105866
2005-07-07,0.1270194579569145
2005-07-08,0.1265182990589055
2005-07-11,0.127510460251046
2005-07-12,0.1297775844065436
2005-07-13,0.1290174276751481
2005-07-14,0.1287067039106145
2005-07-15,0.1286056584002794
2005-07-18,0.1282164804469273
2005-07-19,0.127767645003494
2005-07-20,0.1282051013277428
2005-07-21,0.1290657112897588
2005-07-22,0.127820118756549
2005-07-25,0.1280293501048218
2005-07-26,0.1273204053109713
2005-07-27,0.1276537521815008
2005-07-28,0.1289989521480964
2005-07-29,0.1288476057322614
2005-08-01,0.1298381118881119
2005-08-02,0.1302542847149352
2005-08-03,0.1314940559440559
2005-08-04,0.1325522179531959
2005-08-05,0.1321075043630017
2005-08-08,0.1323607528755664
2005-08-09,0.1321823877479986
2005-08-10,0.1324118260869565
2005-08-11,0.1337486965589155
2005-08-12,0.1338831078737426
2005-08-16,0.1324677977839335
2005-08-17,0.1316135499481507
2005-08-18,0.1305277873662409
2005-08-19,0.1299088407292741
2005-08-22,0.1306522187822497
2005-08-23,0.1309071526822558
2005-08-24,0.1314767801857585
2005-08-25,0.1320619195046439
2005-08-26,0.1317679614987968
2005-08-29,0.1309193271541366
2005-08-30,0.1305123626373626
2005-08-31,0.1323102026794916
2005-09-01,0.1338508591065292
2005-09-02,0.135286941580756
2005-09-05,0.1352868937048503
2005-09-06,0.1340464396284829
2005-09-07,0.1335025817555938
2005-09-08,0.1328991046831956
2005-09-09,0.1333084850566815
2005-09-12,0.1323119643469318
2005-09-13,0.1315529290853031
2005-09-14,0.1315460774237752
2005-09-15,0.1308541523678792
2005-09-16,0.1307615939539677
2005-09-19,0.1302150463758158
2005-09-20,0.1303713109128346
2005-09-21,0.1308987645847631
2005-09-22,0.1298667582417582
2005-09-23,0.12853470790378
2005-09-26,0.1285082474226804
2005-09-27,0.1279147766323024
2005-09-28,0.1283286449399657
2005-09-29,0.1291190394511149
2005-09-30,0.1289340206185567
2005-10-03,0.1280457201787556
2005-10-04,0.128063829787234
2005-10-05,0.1285925419089976
2005-10-06,0.1307308347529812
2005-10-07,0.1299325842696629
2005-10-11,0.1285412999322951
2005-10-12,0.128548060708263
2005-10-13,0.1273414879356568
2005-10-14,0.1279542241669471
2005-10-17,0.1272020882452004
2005-10-18,0.1266577972381273
2005-10-19,0.1268150016818029
2005-10-20,0.1265181086519114
2005-10-21,0.1252270288397048
2005-10-24,0.1257464741437206
2005-10-25,0.1275445113788487
2005-10-26,0.1271440480160053
2005-10-27,0.1274536116633532
2005-10-28,0.1266112769485903
2005-10-31,0.1257388407728181
2005-11-01,0.1251691176470588
2005-11-02,0.1253683858004018
2005-11-03,0.1244091213950368
2005-11-04,0.1233303152246814
2005-11-07,0.122770265724857
2005-11-08,0.1235467431657104
2005-11-09,0.1226497137083193
2005-11-10,0.1221552188552188
2005-11-11,0.1221553758004718
2005-11-14,0.1219318718381113
2005-11-15,0.1215243902439024
2005-11-16,0.1215627118644067
2005-11-17,0.1218664627930683
2005-11-18,0.1225144410465511
2005-11-21,0.1227642055120789
2005-11-22,0.1231239388794567
2005-11-23,0.124162033898305
2005-11-24,0.1241620433017591
2005-11-25,0.1239619656681252
2005-11-28,0.1247458193979933
2005-11-29,0.1237301747311828
2005-11-30,0.1238391773432231
2005-12-01,0.1233334452652786
2005-12-02,0.1242422006038242
2005-12-05,0.1250545757071547
2005-12-06,0.1256169502836169
2005-12-07,0.1245982620320855
2005-12-09,0.1254925224327019
2005-12-12,0.1270275381552754
2005-12-13,0.1265326231691078
2005-12-14,0.1275493662441627
2005-12-15,0.126392039800995
2005-12-16,0.126922899505766
2005-12-19,0.1276195041322314
2005-12-20,0.1257923533289387
2005-12-21,0.1253227827233761
2005-12-22,0.1255160436652332
2005-12-23,0.125308633807476
2005-12-26,0.1253084824387011
2005-12-27,0.1253604612850082
2005-12-28,0.1258194078947368
2005-12-29,0.1258257425742574
2005-12-30,0.1260333113456464
2006-01-02,0.1260333333333333
2006-01-03,0.1280164581961817
2006-01-04,0.1298262586377097
2006-01-05,0.1296714754098361
2006-01-06,0.1306575163398692
2006-01-09,0.1298701044386423
2006-01-10,0.1290340202813215
2006-01-11,0.1299629629629629
2006-01-12,0.1292823297137216
2006-01-13,0.1301591433278418
2006-01-16,0.1301591433278418
2006-01-17,0.1297455679579776
2006-01-18,0.1295352574614627
2006-01-19,0.1296999343401182
2006-01-20,0.1301981566820276
2006-01-23,0.1329009216589861
2006-01-24,0.1327191307211063
2006-01-25,0.1324609836065573
2006-01-26,0.1323487078835459
2006-01-27,0.1313179587831207
2006-01-30,0.1308967657628226
2006-01-31,0.1318894324853229
2006-02-01,0.1304990221642764
2006-02-02,0.1303339850114043
2006-02-03,0.1295774372350831
2006-02-06,0.1285728250244379
2006-02-07,0.1286919323357189
2006-02-08,0.1289026692708333
2006-02-09,0.1291223091976516
2006-02-10,0.1284587544832083
2006-02-13,0.1274356467904855
2006-02-14,0.1275965483555844
2006-02-15,0.1274744382937153
2006-02-16,0.126588849038148
2006-02-17,0.1268327900912646
2006-02-20,0.1268326810176125
2006-02-21,0.1268456026058632
2006-02-22,0.1270891636836967
2006-02-23,0.1266802212101496
2006-02-24,0.1260396747967479
2006-02-27,0.1255144715447154
2006-02-28,0.1263662979830839
2006-03-01,0.1260906127770534
2006-03-02,0.1269761982393218
2006-03-03,0.1269873088187439
2006-03-06,0.1271650958726032
2006-03-07,0.1257733766233766
2006-03-08,0.1261543950697372
2006-03-09,0.126614336685047
2006-03-10,0.1268471771576898
2006-03-13,0.1272782467532467
2006-03-14,0.1283533810143043
2006-03-15,0.1284934895833333
2006-03-16,0.1303355027660266
2006-03-17,0.1307207940123657
2006-03-20,0.1300930383864671
2006-03-21,0.1291021470396877
2006-03-22,0.1289125203252032
2006-03-23,0.1281705099058135
2006-03-27,0.1285131365553032
2006-03-28,0.1288724853990915
2006-03-29,0.1277431818181818
2006-03-30,0.1290856864654333
2006-03-31,0.1286703439325113
2006-04-03,0.1288528363047001
2006-04-04,0.1307479727538112
2006-04-05,0.1313542207792208
2006-04-06,0.131104579408899
2006-04-07,0.1296848425835767
2006-04-10,0.1290704316780266
2006-04-11,0.1301576210594735
