,SEK
2013-04-30,0.1542257566994409
2013-05-02,0.1530362025803967
2013-05-03,0.1537255241392575
2013-05-06,0.1529356758832565
2013-05-07,0.1531980806142034
2013-05-08,0.1537965093977752
2013-05-09,0.1533413139245355
2013-05-10,0.151324918722509
2013-05-13,0.1513432065736671
2013-05-14,0.1500712511938872
2013-05-15,0.1497834893942289
2013-05-16,0.1504823237148863
2013-05-17,0.149374140565317
2013-05-20,0.1502448045757864
2013-05-21,0.1512263719512195
2013-05-22,0.1504574690770694
2013-05-23,0.1505253657609728
2013-05-24,0.1504529054310672
2013-05-27,0.1504641366223909
2013-05-28,0.1490402277039848
2013-05-29,0.1502155041698256
2013-05-30,0.1525087121212121
2013-05-31,0.150640991672975
2013-06-03,0.152954227350104
2013-06-04,0.1521537152580828
2013-06-05,0.1515817425817426
2013-06-06,0.1528094699113374
2013-06-07,0.1521630188679245
2013-06-10,0.1520612629594722
2013-06-11,0.1523531073446327
2013-06-12,0.1537279052275291
2013-06-13,0.1540949877980101
2013-06-14,0.1553373358348968
2013-06-17,0.1543447629754543
2013-06-18,0.1553905635648755
2013-06-19,0.1564284913067863
2013-06-24,0.1479377098097724
2013-06-25,0.1488804550540843
2013-06-26,0.1480188081936685
2013-06-27,0.1484208666542681
2013-06-28,0.1492938010393467
2013-07-01,0.1500330241187384
2013-07-02,0.148884872080089
2013-07-03,0.1497701000370507
2013-07-04,0.1498891356653711
2013-07-05,0.1470458919319023
2013-07-08,0.1472906804733727
2013-07-10,0.1476451136153704
2013-07-11,0.1494321830596051
2013-07-12,0.1499227792112053
2013-07-15,0.1497297844906981
2013-07-16,0.1516115915363385
2013-07-17,0.1522998161764705
2013-07-18,0.1521121100917431
2013-07-19,0.1529800439399487
2013-07-22,0.1541662699139351
2013-07-23,0.1549979860856829
2013-07-24,0.1532825768667642
2013-07-25,0.1539669708029197
2013-07-26,0.1548970990695128
2013-07-29,0.1543162875341219
2013-07-30,0.1527371387020541
2013-07-31,0.1533600363306085
2013-08-01,0.1513797858827799
2013-08-02,0.151512783318223
2013-08-05,0.1518279297228763
2013-08-06,0.1526671490593343
2013-08-07,0.1535555153707052
2013-08-08,0.1540001805054151
2013-08-09,0.1538247924936845
2013-08-12,0.1531932636887608
2013-08-13,0.1529847177274361
2013-08-14,0.1535037715517241
2013-08-15,0.1535060046603334
2013-08-16,0.1534707565730638
2013-08-20,0.1541805183199285
2013-08-21,0.1526321613421381
2013-08-22,0.1533931243320271
2013-08-23,0.1541378022759601
2013-08-26,0.1533366477272727
2013-08-27,0.1541472620946305
2013-08-28,0.1535084955752212
2013-08-29,0.151867161278926
2013-08-30,0.150875
2013-09-03,0.1510483304042179
2013-09-04,0.151593300596282
2013-09-05,0.1494856992454816
2013-09-06,0.1506795299070338
2013-09-09,0.1526625175315568
2013-09-10,0.152984768907563
2013-09-11,0.1533578045796189
2013-09-12,0.1535673076923077
2013-09-13,0.152648384279476
2013-09-16,0.1536475924633635
2013-09-17,0.1547699407871821
2013-09-18,0.1561890106068509
2013-09-19,0.1575224036123654
2013-09-20,0.1572772088179135
2013-09-23,0.1567766418298388
2013-09-24,0.1564162190261653
2013-09-25,0.1557851325593484
2013-09-26,0.1554121715076072
2013-09-27,0.1556687392055267
2013-09-30,0.1553711375798377
2013-10-01,0.1570696551724138
2013-10-02,0.1566930897811476
2013-10-03,0.1574778045423262
2013-10-04,0.1555427490108377
2013-10-07,0.1558337055488747
2013-10-08,0.1553735829611817
2013-10-09,0.1544449596427958
2013-10-10,0.1538414822439526
2013-10-11,0.1542853223593964
2013-10-15,0.1534895512161699
2013-10-16,0.154302003081664
2013-10-17,0.1561182703811314
2013-10-18,0.1558749572941578
2013-10-21,0.1564309109518935
2013-10-22,0.1573291830121098
2013-10-23,0.1569907912687585
2013-10-24,0.1574332197614991
2013-10-25,0.1582528032619775
2013-10-28,0.1578233197556008
2013-10-29,0.1566269087207329
2013-10-30,0.1566268833587269
2013-10-31,0.1546718538565629
2013-11-01,0.1529659416624515
2013-11-04,0.1536309944472488
2013-11-05,0.1530690176322418
2013-11-07,0.1531980148048452
2013-11-08,0.1517359154929577
2013-11-11,0.1522208270550812
2013-11-12,0.1505435073627844
2013-11-13,0.1501840388154592
2013-11-14,0.1504369677742528
2013-11-15,0.1505729774812343
2013-11-18,0.1513042971352431
2013-11-19,0.1511349561185626
2013-11-20,0.1506046973205425
2013-11-21,0.1502946030698135
2013-11-22,0.1519041433738901
2013-11-26,0.151904183757178
2013-11-27,0.1520173486088379
2013-11-28,0.1526554031994776
2013-11-29,0.1524437388047549
2013-12-02,0.1526065280935368
2013-12-03,0.1536381291471111
2013-12-04,0.1540475959987092
2013-12-05,0.154140218438805
2013-12-06,0.1536853572572893
2013-12-09,0.1528819011041766
2013-12-10,0.1531933269476373
2013-12-11,0.1530503425203122
2013-12-12,0.1512791401273885
2013-12-13,0.1518832882811257
2013-12-16,0.1520519398258115
2013-12-17,0.1524390397978521
2013-12-18,0.1529216055189714
2013-12-19,0.1519571674222291
2013-12-20,0.1518925902864259
2013-12-23,0.1524436335403726
2013-12-26,0.1527883516143982
2013-12-27,0.1535390540748729
2013-12-30,0.1557607728875939
2013-12-31,0.1555195522159178
2014-01-02,0.1538675324675325
2014-01-03,0.1533202135774218
2014-01-06,0.1537420773313116
2014-01-07,0.1534707487117308
2014-01-08,0.1519965177895533
2014-01-09,0.1523391186236039
2014-01-10,0.1541116446578631
2014-01-13,0.1536688573562359
2014-01-14,0.1554484351713859
2014-01-15,0.1543256846780163
2014-01-16,0.154602450546206
2014-01-17,0.1543400029424746
2014-01-20,0.1541734798534798
2014-01-21,0.1541497458242556
2014-01-22,0.1545141456582633
2014-01-23,0.1556710967741935
2014-01-24,0.155289125
2014-01-27,0.1555330836454432
2014-01-28,0.1555694132334582
2014-01-29,0.1548059962523423
2014-01-30,0.1534024953212726
2014-01-31,0.152767415730337
2014-02-03,0.1527440349781386
2014-02-04,0.1532707969023232
2014-02-05,0.1533013924050633
2014-02-06,0.1538106598984771
2014-02-07,0.1539479591836735
2014-02-10,0.1541616368286444
2014-02-11,0.1552626120358514
2014-02-12,0.1551109545163357
2014-02-13,0.1548322638603696
2014-02-14,0.1551132586006958
2014-02-17,0.1549907216494845
2014-02-18,0.1541830351396576
2014-02-19,0.1537680246754915
2014-02-20,0.1527160951893551
2014-02-21,0.1530760994263862
2014-02-24,0.1538295353278166
2014-02-25,0.1540476553564621
2014-02-26,0.1533859916254282
2014-02-27,0.1533601624984131
2014-02-28,0.156013589027178
2014-03-05,0.1556177664974619
2014-03-06,0.1565165798500825
2014-03-07,0.1566588220328202
2014-03-10,0.156776618750795
2014-03-11,0.156951334180432
2014-03-12,0.1570252634251618
2014-03-13,0.1564455571048295
2014-03-14,0.1562939240506329
2014-03-17,0.1574753787878788
2014-03-18,0.1578407491201608
2014-03-19,0.1570450144599522
2014-03-20,0.1557584431889516
2014-03-21,0.1555573112616002
2014-03-25,0.1561670206121174
2014-03-26,0.1548155230596175
2014-03-27,0.15440675
2014-03-28,0.1539030363613645
2014-03-31,0.1544758810297425
2014-04-01,0.1550436140964758
2014-04-03,0.152949625
2014-04-04,0.152550625
2014-04-07,0.1531252343457068
2014-04-08,0.1540048743907011
2014-04-09,0.153749125
2014-04-10,0.15307375
2014-04-11,0.153158125
2014-04-14,0.1525390576177977
2014-04-15,0.152121375
2014-04-16,0.1516300462442195
2014-04-21,0.151155625
2014-04-22,0.1518441444819397
2014-04-23,0.1519965
2014-04-24,0.1520542432195975
2014-04-25,0.151768125
2014-04-28,0.1527674040744907
2014-04-29,0.1523646588352911
2014-04-30,0.1538295426143464
2014-05-05,0.1526531683539558
2014-05-06,0.1538485
2014-05-07,0.1538508936382952
2014-05-08,0.1533154211447138
2014-05-09,0.1523113054341036
2014-05-12,0.1522440394457621
2014-05-13,0.1525576611395087
2014-05-14,0.1524901692384271
2014-05-15,0.1521930717655823
2014-05-16,0.1523461633970697
2014-05-19,0.1517542509618965
2014-05-20,0.151786476426799
2014-05-21,0.1520218308112131
2014-05-22,0.1516392161726404
2014-05-23,0.1504868551587301
2014-05-26,0.1510733944954128
2014-05-27,0.1508000247800768
2014-05-28,0.1505457022541491
2014-05-29,0.1503736222910217
2014-05-30,0.1496267326732673
2014-06-02,0.1495393939393939
2014-06-03,0.1497140210006176
2014-06-04,0.1502788058228472
2014-06-05,0.1499857318573185
2014-06-06,0.1508455104551045
2014-06-09,0.1494455104551045
2014-06-10,0.1491936039360393
2014-06-11,0.1493227949317259
2014-06-12,0.1494701685324148
2014-06-13,0.1504166051660516
2014-06-16,0.1508409398449993
2014-06-17,0.1506182802312707
2014-06-18,0.150351045510455
2014-06-19,0.1492070110701106
2014-06-23,0.1493563345633456
2014-06-24,0.1488583025830258
2014-06-25,0.1485619773733399
2014-06-26,0.1482733644859813
2014-06-27,0.1484450319724545
2014-06-30,0.1494857985983032
2014-07-01,0.1494746158574062
2014-07-02,0.1491157532563283
2014-07-03,0.1466404521995576
2014-07-04,0.14608355861391
2014-07-07,0.1463743243243243
2014-07-08,0.1464321503131523
2014-07-10,0.1473600540142401
2014-07-11,0.1471821862348178
2014-07-14,0.1471150920245398
2014-07-15,0.1466576687116564
2014-07-16,0.146438557763061
2014-07-17,0.146535188818048
2014-07-18,0.1461966911764706
2014-07-21,0.1459875
2014-07-22,0.1459235855988243
2014-07-23,0.1462565797527237
2014-07-24,0.146434373088685
2014-07-25,0.1466620200538028
2014-07-28,0.1463143939393939
2014-07-29,0.1458768310546875
2014-07-30,0.1450284111693696
2014-07-31,0.1449695604529405
2014-08-01,0.1457620203982515
2014-08-04,0.1452474576271186
2014-08-05,0.1450915578132559
2014-08-06,0.1449253839642036
2014-08-07,0.1447115733462329
2014-08-08,0.1452137589166968
2014-08-11,0.1455483675937122
2014-08-12,0.1453805609284332
2014-08-13,0.145437567992264
2014-08-14,0.1457407273166606
2014-08-15,0.1461005917159763
2014-08-19,0.1454587255611875
2014-08-20,0.1449590291962033
2014-08-21,0.1451231685527099
2014-08-22,0.1445901249256395
2014-08-25,0.1442293872694824
2014-08-26,0.1437111586961694
2014-08-27,0.1439573860254731
2014-08-28,0.1433753718024985
2014-08-29,0.1431783121057017
2014-09-01,0.1428754609254193
2014-09-02,0.1425780525502318
2014-09-03,0.142663535845916
2014-09-04,0.1416008808475181
2014-09-05,0.141037789661319
2014-09-08,0.1406865849303654
2014-09-09,0.1404652380952381
2014-09-10,0.1407261904761904
2014-09-11,0.1402937745506487
2014-09-12,0.1401718638419424
2014-09-15,0.1404021661509164
2014-09-16,0.140561942163513
2014-09-17,0.14003053344422
2014-09-18,0.1410039206368064
2014-09-19,0.1398464735217288
2014-09-22,0.139752580989676
2014-09-23,0.139901187648456
2014-09-24,0.1392971496437054
2014-09-25,0.1386328347578347
2014-09-26,0.1375988874423008
2014-09-29,0.1380509975209538
2014-09-30,0.1385444839857651
2014-10-01,0.1383872189349112
2014-10-02,0.1391458851391356
2014-10-03,0.1374966863905325
2014-10-06,0.1386078060319337
2014-10-07,0.1388657599053814
2014-10-08,0.1386519787359716
2014-10-09,0.1384850059031877
2014-10-10,0.1381998582565556
2014-10-14,0.137883512333294
2014-10-15,0.1390704591053936
2014-10-16,0.1397682322397923
2014-10-17,0.1394058518168947
2014-10-20,0.1391634071630537
2014-10-21,0.1383221017907634
2014-10-22,0.1376291671574979
2014-10-23,0.1377790081281658
2014-10-24,0.1379957607159679
2014-10-27,0.1370069411764705
2014-10-28,0.1364870618677958
2014-10-29,0.1364647688507234
2014-10-30,0.136245294117647
2014-10-31,0.1353930588235294
2014-11-03,0.1348690644099671
2014-11-04,0.1354169017395392
2014-11-05,0.1357220263281617
2014-11-07,0.1347564042303172
2014-11-10,0.1345333176636502
2014-11-11,0.1351351351351351
2014-11-12,0.1346674500587544
2014-11-13,0.1346293772032902
2014-11-14,0.1352246504523558
2014-11-17,0.1345424107142857
2014-11-18,0.1358197838345864
2014-11-19,0.1353583509513742
2014-11-20,0.1351241484613577
2014-11-21,0.13379532644434
2014-11-25,0.1343616097618209
2014-11-26,0.1352594156986976
2014-11-27,0.1341741731175229
2014-11-28,0.1341093383388081
2014-12-01,0.1347526957337084
2014-12-02,0.1330087822014052
2014-12-03,0.132952236010302
2014-12-04,0.1334400514680079
2014-12-05,0.132423980366951
2014-12-09,0.1329717025257249
2014-12-10,0.1327562858145246
2014-12-11,0.1324081871345029
2014-12-12,0.1325029821073558
2014-12-15,0.1308763887264647
2014-12-16,0.1313991346041398
2014-12-17,0.1311596304525786
2014-12-18,0.1300830409356725
2014-12-19,0.1292440650216349
2014-12-22,0.1285545029239765
2014-12-23,0.1283499415204678
2014-12-24,0.1279934525897345
2014-12-29,0.1276959775491113
2014-12-30,0.129118933458075
2014-12-31,0.128261022102678
2015-01-02,0.1265582700175336
2015-01-05,0.1261495152435463
2015-01-06,0.1266511899206719
2015-01-07,0.1255209085614443
2015-01-08,0.1248829143389199
2015-01-09,0.1241604004190432
2015-01-12,0.1238758002560819
2015-01-13,0.1240002327475852
2015-01-14,0.1239049447353112
2015-01-15,0.1228290101198092
2015-01-16,0.1231814905243576
2015-01-19,0.1230693782684485
2015-01-20,0.12222691905702
2015-01-21,0.1222135561745589
2015-01-22,0.121712214360283
2015-01-23,0.1206039420289855
2015-01-26,0.1208970434782608
2015-01-27,0.1219929308146946
2015-01-28,0.1215687637585447
2015-01-29,0.1207875839703497
2015-01-30,0.1207320684868116
2015-02-02,0.1206345887245841
2015-02-03,0.1217166608936612
2015-02-04,0.1210506928406466
2015-02-05,0.1211299076212471
2015-02-06,0.1189626977711052
2015-02-09,0.1196773597969074
2015-02-10,0.1201288053505535
2015-02-11,0.119146923254206
2015-02-12,0.1185944015666397
2015-02-13,0.1188721934369602
2015-02-18,0.118818411967779
2015-02-19,0.1188438542025986
2015-02-20,0.1196257612317591
2015-02-23,0.1186633754305395
2015-02-24,0.1190618261069052
2015-02-25,0.1203007337766567
2015-02-26,0.1190334823988074
2015-02-27,0.1197016960806784
2015-03-02,0.1197633115767777
2015-03-03,0.1210624785444558
2015-03-04,0.1199357273559012
2015-03-05,0.1197532571428571
2015-03-06,0.1179454213290705
2015-03-09,0.1180178000912825
2015-03-10,0.1169440136830102
2015-03-11,0.115742053093312
2015-03-12,0.1161750569476082
2015-03-13,0.1148065581236479
2015-03-16,0.1157340316520551
2015-03-17,0.1151861841356549
2015-03-18,0.115011261517461
2015-03-19,0.1148487605185353
2015-03-20,0.1161899079440845
2015-03-25,0.1178188842177025
2015-03-26,0.116404951169657
2015-03-27,0.1166698070374574
2015-03-30,0.1162709845735027
2015-03-31,0.1159648605758331
2015-04-01,0.1156750877987991
2015-04-06,0.1171384894122976
2015-04-07,0.1155121095518334
2015-04-08,0.115577536477774
2015-04-09,0.1139510457885811
2015-04-10,0.1132464406779661
2015-04-13,0.1133747741644083
2015-04-14,0.114217882140438
2015-04-15,0.1144361606135799
2015-04-16,0.1167515226708775
2015-04-17,0.1156510657494079
2015-04-20,0.1149082403336715
2015-04-21,0.1156938246562993
2015-04-22,0.1146276607726095
2015-04-23,0.115829262802476
2015-04-24,0.1156764904386951
2015-04-27,0.1161548060708263
2015-04-28,0.1171330785658087
2015-04-29,0.1199543922713996
2015-04-30,0.1196172673178399
2015-05-04,0.1195314183123877
2015-05-05,0.119651564427498
2015-05-06,0.1216396547859224
2015-05-07,0.1208006499327655
2015-05-08,0.1216279121863799
2015-05-11,0.1205851337736482
2015-05-12,0.1202168755595344
2015-05-13,0.1215170022371364
2015-05-14,0.1211474731663685
2015-05-15,0.1219110316307142
2015-05-18,0.1213798726683793
2015-05-19,0.1198566644340254
2015-05-20,0.1197604329390761
2015-05-21,0.1200898751115076
2015-05-22,0.1190844944822204
2015-05-26,0.1180497883715749
2015-05-27,0.1176525659579205
2015-05-28,0.1179620520810149
2015-05-29,0.117233318505338
2015-06-01,0.1165894842152067
2015-06-02,0.1186929230085546
2015-06-03,0.1202559120683912
2015-06-04,0.1207612652608213
2015-06-05,0.1193460173064122
2015-06-08,0.1201677755599911
2015-06-09,0.1205807381137094
2015-06-10,0.1210594750249197
2015-06-11,0.1215746235606731
2015-06-12,0.1222643576408099
2015-06-15,0.1223450945691848
2015-06-16,0.1220151481645289
2015-06-17,0.1226602209944751
2015-06-18,0.1229362571807335
2015-06-19,0.1231587897526502
2015-06-22,0.1228621564948681
2015-06-23,0.1209526751241037
2015-06-24,0.1213488808027346
2015-06-25,0.1214019618648738
2015-06-26,0.1203471028860982
2015-06-29,0.121835296708136
2015-06-30,0.1206650528169014
2015-07-01,0.1194286814032772
2015-07-02,0.1182466747279323
2015-07-03,0.1181292838312829
2015-07-06,0.118234079929732
2015-07-07,0.1172621242045205
2015-07-08,0.1179091906119763
2015-07-10,0.1182858395440596
2015-07-13,0.117814745836985
2015-07-14,0.1176678712220762
2015-07-15,0.1174425960380868
2015-07-16,0.1169987967621964
2015-07-17,0.1157541001530723
2015-07-20,0.1162345098896295
2015-07-21,0.1171810834425513
2015-07-22,0.1160698613688462
2015-07-23,0.116694271685761
2015-07-24,0.1164415357766143
2015-07-27,0.1176816744794505
2015-07-28,0.1168196774896491
2015-07-29,0.116597691134829
2015-07-30,0.1157715249809513
2015-07-31,0.1163060935799782
2015-08-03,0.1156309951060358
2015-08-04,0.1152086956521739
2015-08-05,0.1148
2015-08-06,0.1143995004886524
2015-08-07,0.1140341871065769
2015-08-10,0.1151
2015-08-11,0.1152724612550124
2015-08-12,0.1164565052540353
2015-08-13,0.1178869762910035
2015-08-14,0.1177273809523809
2015-08-18,0.1169754461871281
2015-08-19,0.1173488271538212
2015-08-20,0.1170042139384116
2015-08-21,0.1193103671706263
2015-08-24,0.1207350814718895
2015-08-25,0.1185943701466781
2015-08-26,0.117852247009376
2015-08-27,0.1180149719948298
2015-08-28,0.1184301399354144
2015-08-31,0.1184764414802065
2015-09-01,0.1183907996560619
2015-09-02,0.1188325456498388
2015-09-03,0.1188806482773424
2015-09-04,0.118555031109204
2015-09-07,0.1183207708779443
2015-09-08,0.1188919353111277
2015-09-09,0.1188452482876712
2015-09-10,0.1196416042780748
2015-09-11,0.1215022450288646
2015-09-14,0.1211430708409018
2015-09-15,0.1203412706887346
2015-09-16,0.1212444776437946
2015-09-17,0.1213902100885144
2015-09-18,0.1217566616926028
2015-09-21,0.1210917225950782
2015-09-22,0.1190264082632307
2015-09-23,0.1187605873590125
2015-09-24,0.1191823692045938
2015-09-25,0.118843839693845
2015-09-28,0.1180679064824654
2015-09-29,0.1192492565845369
2015-09-30,0.1192933559753767
2015-10-01,0.1194928950159067
2015-10-02,0.1197232464505191
2015-10-05,0.1196501482422702
2015-10-06,0.1212635699925933
2015-10-07,0.1213209602368866
2015-10-08,0.1214328752642706
2015-10-09,0.1222210248283148
2015-10-13,0.122872809795229
2015-10-14,0.1230875619791117
2015-10-15,0.1215287853226486
2015-10-16,0.1216248682824025
2015-10-19,0.1201605601179195
2015-10-20,0.1204021464646464
2015-10-21,0.1200235516770055
2015-10-22,0.1183389741433676
2015-10-23,0.1174701680672269
2015-10-26,0.1174784297260417
2015-10-27,0.1175972936116647
2015-10-28,0.1181321031662822
2015-10-29,0.1171234542024732
2015-10-30,0.117409490886235
2015-11-02,0.1173474620617477
2015-11-03,0.1170165237398033
2015-11-04,0.1158171750940242
2015-11-05,0.1157099164926931
2015-11-09,0.115268488578283
2015-11-10,0.1147974155898291
2015-11-11,0.1149927106112673
2015-11-12,0.115644409776391
2015-11-13,0.1147289068994181
2015-11-16,0.1149094966268811
2015-11-17,0.1141669778054345
2015-11-18,0.1144806177446102
2015-11-19,0.1153229781505643
2015-11-20,0.1148210591642532
2015-11-23,0.1145606906534325
2015-11-24,0.1148567293777134
2015-11-25,0.1145239718950196
2015-11-26,0.114535751188262
2015-11-30,0.1145331337737406
2015-12-01,0.1150377397401526
2015-12-02,0.1150351220517046
2015-12-03,0.1176705761316872
2015-12-04,0.117746762589928
2015-12-09,0.1187282251437962
2015-12-10,0.1176235257922264
2015-12-11,0.1177592346260104
2015-12-14,0.1179064990803188
2015-12-15,0.1175958596777483
2015-12-16,0.1174632607368206
2015-12-17,0.1166289552238806
2015-12-18,0.1166194716981132
2015-12-21,0.1174798600311042
2015-12-22,0.1188976117103235
2015-12-23,0.1181293394777265
2015-12-24,0.1190008409785932
2015-12-28,0.119393
2015-12-29,0.1194471958651546
2015-12-30,0.1187211182994454
2015-12-31,0.1182172546012269
2016-01-04,0.1175129545454545
2016-01-05,0.1163575091575091
2016-01-06,0.1161899208063354
2016-01-07,0.1175530215827338
2016-01-08,0.1173034582132564
2016-01-11,0.1173832967032967
2016-01-12,0.1169535793357933
2016-01-13,0.1172869276218611
2016-01-14,0.1170590188679245
2016-01-15,0.1167923880597014
2016-01-18,0.1165637168141592
2016-01-19,0.1172319434102755
2016-01-20,0.1164402222222222
2016-01-21,0.11654875
2016-01-22,0.1164930808448652
2016-01-25,0.1167501086169442
2016-01-26,0.1169235379061371
2016-01-27,0.1174329250720461
2016-01-28,0.1175544075144508
2016-01-29,0.1166833810888252
2016-02-01,0.1170288747346072
2016-02-02,0.1165731871241598
2016-02-03,0.118102824858757
2016-02-04,0.1189470836261419
2016-02-05,0.1179370517373441
2016-02-10,0.1185213103448275
2016-02-11,0.1195786202185792
2016-02-12,0.1185410047522063
2016-02-15,0.1177787162162162
2016-02-16,0.1177079795120636
2016-02-17,0.1176456971314209
2016-02-18,0.1183908366533864
2016-02-19,0.1183837981407702
2016-02-22,0.1176706229508196
2016-02-23,0.1178911764705882
2016-02-24,0.1179231270358306
2016-02-25,0.1177093567251462
2016-02-26,0.116834712346477
2016-02-29,0.1167746835443037
2016-03-01,0.1158882911392405
2016-03-02,0.1159151340996168
2016-03-03,0.1171028947368421
2016-03-04,0.1178855921052631
2016-03-07,0.1180540084388185
2016-03-08,0.1177717651627937
2016-03-09,0.1186464541314248
2016-03-10,0.1196472620599739
2016-03-11,0.1198480134680134
2016-03-14,0.1197604729729729
2016-03-15,0.120169214876033
2016-03-16,0.120864887063655
2016-03-17,0.122180668896321
2016-03-18,0.1215362466124661
2016-03-21,0.1215628196268141
2016-03-22,0.1215835302293259
2016-03-23,0.1209906896551724
2016-03-28,0.1206796358732299
2016-03-29,0.1218561175666438
2016-03-30,0.1225204794520548
2016-03-31,0.1232513605442177
2016-04-01,0.1230511832319134
2016-04-04,0.1232164290563475
2016-04-05,0.1229286784741144
2016-04-06,0.1226752739726027
2016-04-07,0.1224154803040774
2016-04-08,0.1226241712707182
2016-04-11,0.1232711432506887
2016-04-12,0.123620062262193
2016-04-13,0.1227972907259465
2016-04-14,0.1231436147941381
2016-04-15,0.123072384341637
2016-04-18,0.1232589816124469
2016-04-19,0.1238298097251585
2016-04-20,0.1232543933054393
2016-04-21,0.122989138051857
2016-04-22,0.1226512587412587
2016-04-25,0.122981577110956
2016-04-26,0.1230284416491963
2016-04-27,0.1232270613107822
2016-04-28,0.1239633566433566
2016-04-29,0.1244013333333333
2016-05-02,0.1254453136011275
2016-05-03,0.1246914084507042
2016-05-04,0.1238666432584269
2016-05-05,0.1232558988764045
2016-05-06,0.1229452498240675
2016-05-09,0.1225129610115911
2016-05-10,0.1225820570465083
2016-05-11,0.1230693173821252
2016-05-12,0.1221687367678193
2016-05-13,0.1211166784452296
2016-05-16,0.1210771026384664
2016-05-17,0.1212547383309759
2016-05-18,0.1204195259992925
2016-05-19,0.1197461702127659
2016-05-20,0.1202125400783755
2016-05-23,0.1199644746247319
2016-05-24,0.1202111032028469
2016-05-26,0.1206447302608074
2016-05-27,0.1199012212643678
2016-05-30,0.1199313795568263
2016-05-31,0.1199846329783432
2016-06-01,0.1204703225806451
2016-06-02,0.1201677697841726
2016-06-03,0.1225745433542704
2016-06-06,0.1230920842411038
2016-06-07,0.1230466040462427
2016-06-08,0.1232741726618705
2016-06-09,0.1223346599131693
2016-06-10,0.1204659420289855
2016-06-13,0.1213165217391304
2016-06-14,0.1203137454545454
2016-06-15,0.1204804656238632
2016-06-16,0.119625790229885
2016-06-21,0.1210594846098783
2016-06-22,0.1209672352523098
2016-06-23,0.1221538408304498
2016-06-24,0.1186000669792364
2016-06-27,0.1164510457516339
2016-06-28,0.1170891946308724
2016-06-29,0.1179954606141522
2016-06-30,0.117548869680851
2016-07-01,0.1183824
2016-07-04,0.1186830677290836
2016-07-05,0.1172827702702702
2016-07-06,0.1172168084382443
2016-07-07,0.1164442784380305
2016-07-11,0.1166738387978142
2016-07-12,0.1172717719780219
2016-07-13,0.117974605353466
2016-07-14,0.1178411804613297
2016-07-15,0.1167869565217391
2016-07-18,0.1169672607260726
2016-07-19,0.1160456
2016-07-20,0.1162912408759124
2016-07-21,0.1163034
2016-07-22,0.1153602280348759
2016-07-25,0.1156804682274247
2016-07-26,0.1155761872909699
2016-07-27,0.1151172
2016-07-28,0.1157541223404255
2016-07-29,0.1168087941372418
2016-08-01,0.1165202277294038
2016-08-02,0.1175461279461279
2016-08-03,0.1170193006052454
2016-08-04,0.1173391919191919
2016-08-05,0.1168483434753211
2016-08-08,0.1165433537832311
2016-08-09,0.1171042654028436
2016-08-10,0.1183306066802999
2016-08-11,0.1181739427012278
2016-08-12,0.1182508520790729
2016-08-16,0.1188905248807089
2016-08-17,0.1183263870094722
2016-08-18,0.1197690763052208
2016-08-19,0.1192406488805469
2016-08-22,0.1194172180958811
2016-08-23,0.1193673854447439
2016-08-24,0.11912133243607
2016-08-25,0.1189145735392881
2016-08-26,0.1178258666666666
2016-08-29,0.1181809271523178
2016-08-30,0.1169399067288474
2016-08-31,0.116762424648359
2016-09-01,0.1167855704697986
2016-09-02,0.116495797198132
2016-09-05,0.1167910785619174
2016-09-06,0.1181753661784287
2016-09-07,0.1184651827242525
2016-09-08,0.1182368281353682
2016-09-09,0.1175530040053404
2016-09-12,0.1179509698996655
2016-09-13,0.1172731333333333
2016-09-14,0.1177426480372588
2016-09-15,0.1179843397478433
2016-09-16,0.1167079312623926
2016-09-19,0.1167583498349835
2016-09-20,0.1164157859973579
2016-09-21,0.1163562087186261
2016-09-22,0.1170261144816671
2016-09-23,0.1171824475801134
2016-09-26,0.1172759186351706
2016-09-27,0.1164347513089005
2016-09-28,0.1166384665367121
2016-09-29,0.1164117073170731
2016-09-30,0.1164890267798824
2016-10-03,0.1167528792365909
2016-10-04,0.1162750164798945
2016-10-05,0.1164971691902567
2016-10-06,0.1159487179487179
2016-10-07,0.1155147843266381
2016-10-11,0.1133208965062623
2016-10-12,0.1131490378234903
2016-10-13,0.1137436558287073
2016-10-14,0.1133696869851729
2016-10-17,0.1134584155809975
2016-10-18,0.1132541425565491
2016-10-19,0.112977755840737
2016-10-20,0.1127815242494226
2016-10-21,0.1118843739676247
2016-10-24,0.1119821074871253
2016-10-25,0.1120875246224556
2016-10-26,0.1122208484051298
2016-10-27,0.1101455120601028
2016-10-28,0.1110087557603686
2016-10-31,0.1108376897689769
2016-11-01,0.1117006301824212
2016-11-02,0.1123040370615486
2016-11-03,0.1115386754966887
2016-11-04,0.1116009296148738
2016-11-07,0.1107885714285714
2016-11-08,0.1111308774279973
2016-11-09,0.1107481233243967
2016-11-10,0.1103715901530272
2016-11-11,0.11020253741054
2016-11-14,0.1091750798722044
2016-11-15,0.1089573548387096
2016-11-16,0.1088577419354838
2016-11-17,0.1082485142118862
2016-11-18,0.1078992889463477
2016-11-21,0.1082590835229119
2016-11-22,0.1084434304207119
2016-11-23,0.1078399613899614
2016-11-24,0.1080602316602316
2016-11-25,0.1082333226117722
2016-11-29,0.1088506369426751
2016-11-30,0.1083987269977312
2016-12-01,0.1080309974747474
2016-12-02,0.1088044542032622
2016-12-05,0.1096647344212714
2016-12-06,0.109501444723618
2016-12-07,0.110042464040025
